,Urls,Thumbs,Title,Views,Time
16,https://youtube.com/watch?v=Y_2y4y0kQig,https://i.ytimg.com/vi/Y_2y4y0kQig/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBoF-s0WheDc3aezaCYy_0A30XbIQ,Dhindora | EP 01: Lag Gayi | BB Ki Vines,"68,206,870",1 year ago
17,https://youtube.com/watch?v=IUsiTOUo3HE,https://i.ytimg.com/vi/IUsiTOUo3HE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBNc6eMloyoZ_q7UVsSPDW408ry7w,Dhindora | Official Trailer | BB Ki Vines,"38,042,663",1 year ago
18,https://youtube.com/watch?v=OGMm7g0tdRA,https://i.ytimg.com/vi/OGMm7g0tdRA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD4JaYNDSnsc5Fjkm_UznQSmJhl7w,Titu Mama Ka Gyaan | Holi Party | BB Ki Vines,"38,321,152",2 years ago
19,https://youtube.com/watch?v=_9sAX5R0qB4,https://i.ytimg.com/vi/_9sAX5R0qB4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLApoA0wMFcAdjc95mTMaQWggmTQFQ,BB Ki Vines- | Pitaji Got Talent |,"26,208,096",2 years ago
20,https://youtube.com/watch?v=qHbKQqJOcrU,https://i.ytimg.com/vi/qHbKQqJOcrU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCb94UInCjyebCGrfMLPxy8-ugvcQ,BB Ki Vines- | Ask BB- Episode 7 |,"14,917,568",2 years ago
21,https://youtube.com/watch?v=8n49WTTPaM0,https://i.ytimg.com/vi/8n49WTTPaM0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAf6kYjTqbDIMmmJxxpXlMdOpgvTA,BB Ki Vines- | Kyun Sameer Kyun? |,"39,884,061",2 years ago
22,https://youtube.com/watch?v=BslKbJkOm98,https://i.ytimg.com/vi/BslKbJkOm98/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAxPhYXESeMzOgrtQTewB0suj7SFw,BB Ki Vines- | ManglooSutra |,"31,884,973",2 years ago
23,https://youtube.com/watch?v=xn77xK5WeRI,https://i.ytimg.com/vi/xn77xK5WeRI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCzDYK4Cl8uV8-DarSVDn4Q0sj1XQ,Bandook Ya Lighter? | Latika | BB Ki Vines,"39,384,623",2 years ago
24,https://youtube.com/watch?v=kSFJGEHDCrQ,https://i.ytimg.com/vi/kSFJGEHDCrQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAT51BlgHEalApQYs49s5WaG9C8Uw,Heer Ranjha - Bhuvan Bam | Official Music Video |,"22,348,319",2 years ago
25,https://youtube.com/watch?v=NrdZBDh2r9o,https://i.ytimg.com/vi/NrdZBDh2r9o/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB-W-h1gRJEF2kob6w74DnTTL8i7Q,BB Ki Vines- | Sameer Vs Hola - The Ultimate Roast |,"25,668,190",2 years ago
